task_id,model_id,category,text,tool_call,response,task_name,label,details
"home1_us_vacuum-vacuum_return_to_base-3","gemini-3.1-flash-lite","vacuum","Vacuum return to base","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","OK. I've sent the Roborock Downstairs vacuum back to its base.","eval-test_expected_states","Good",""
"home1_us_vacuum-vacuum_return_to_base-4","gemini-3.1-flash-lite","vacuum","Vacuum return to base","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}","OK. I've sent the Roborock Downstairs back to its base.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_front_yard_valve-0","gemini-3.1-flash-lite","valve","close the front yard valve","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_front_yard_valve-1","gemini-3.1-flash-lite","valve","close the front yard valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_front_yard_valve-2","gemini-3.1-flash-lite","valve","close the front yard valve","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've closed the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_front_yard_valve-3","gemini-3.1-flash-lite","valve","close the front yard valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_front_yard_valve-4","gemini-3.1-flash-lite","valve","close the front yard valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_irrigation_valve-0","gemini-3.1-flash-lite","valve","close the irrigation valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_irrigation_valve-1","gemini-3.1-flash-lite","valve","close the irrigation valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_irrigation_valve-2","gemini-3.1-flash-lite","valve","close the irrigation valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've closed the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_irrigation_valve-3","gemini-3.1-flash-lite","valve","close the irrigation valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. The irrigation valve is closed.","eval-test_expected_states","Good",""
"home2_ru_water_valve-close_the_irrigation_valve-4","gemini-3.1-flash-lite","valve","close the irrigation valve","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. The irrigation valve is closed.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_front_yard_valve-0","gemini-3.1-flash-lite","valve","open the front yard valve","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've opened the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_front_yard_valve-1","gemini-3.1-flash-lite","valve","open the front yard valve","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've opened the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_front_yard_valve-2","gemini-3.1-flash-lite","valve","open the front yard valve","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_front_yard_valve-3","gemini-3.1-flash-lite","valve","open the front yard valve","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've opened the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_front_yard_valve-4","gemini-3.1-flash-lite","valve","open the front yard valve","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've opened the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_irrigation_valve-0","gemini-3.1-flash-lite","valve","open the irrigation valve","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've opened the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_irrigation_valve-1","gemini-3.1-flash-lite","valve","open the irrigation valve","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've opened the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_irrigation_valve-2","gemini-3.1-flash-lite","valve","open the irrigation valve","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've opened the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_irrigation_valve-3","gemini-3.1-flash-lite","valve","open the irrigation valve","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-open_the_irrigation_valve-4","gemini-3.1-flash-lite","valve","open the irrigation valve","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've opened the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-set_the_irrigation_valve_to_50-0","gemini-3.1-flash-lite","valve","set the irrigation valve to 50%","{'tool_name': 'HassSetPosition', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve', 'position': 50}}","OK. I've set the irrigation valve to 50%.","eval-test_expected_states","Good",""
"home2_ru_water_valve-set_the_irrigation_valve_to_50-1","gemini-3.1-flash-lite","valve","set the irrigation valve to 50%","{'tool_name': 'HassSetPosition', 'tool_args': {'position': 50, 'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've set the irrigation valve to 50%.","eval-test_expected_states","Good",""
"home2_ru_water_valve-set_the_irrigation_valve_to_50-2","gemini-3.1-flash-lite","valve","set the irrigation valve to 50%","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve'], 'position': 50}}","OK. I've set the irrigation valve to 50%.","eval-test_expected_states","Good",""
"home2_ru_water_valve-set_the_irrigation_valve_to_50-3","gemini-3.1-flash-lite","valve","set the irrigation valve to 50%","{'tool_name': 'HassSetPosition', 'tool_args': {'position': 50, 'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've set the irrigation valve to 50%.","eval-test_expected_states","Good",""
"home2_ru_water_valve-set_the_irrigation_valve_to_50-4","gemini-3.1-flash-lite","valve","set the irrigation valve to 50%","{'tool_name': 'HassSetPosition', 'tool_args': {'position': 50, 'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've set the irrigation valve to 50%.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard-0","gemini-3.1-flash-lite","valve","turn off the water in the front yard","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","OK. I've turned off the water in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard-1","gemini-3.1-flash-lite","valve","turn off the water in the front yard","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'area': 'Front yard'}}","OK. I've turned off the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard-2","gemini-3.1-flash-lite","valve","turn off the water in the front yard","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","OK. I've turned off the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard-3","gemini-3.1-flash-lite","valve","turn off the water in the front yard","{'tool_name': 'HassTurnOff', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","OK. I've turned off the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard-4","gemini-3.1-flash-lite","valve","turn off the water in the front yard","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Irrigation Valve', 'area': 'Front yard'}}","OK. I've turned off the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_on_the_water_in_the_front_yard-0","gemini-3.1-flash-lite","valve","turn on the water in the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'area': 'Front yard'}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_on_the_water_in_the_front_yard-1","gemini-3.1-flash-lite","valve","turn on the water in the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_on_the_water_in_the_front_yard-2","gemini-3.1-flash-lite","valve","turn on the water in the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","OK. The irrigation valve in the front yard is now on.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_on_the_water_in_the_front_yard-3","gemini-3.1-flash-lite","valve","turn on the water in the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'area': 'Front yard'}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-turn_on_the_water_in_the_front_yard-4","gemini-3.1-flash-lite","valve","turn on the water in the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Front yard', 'domain': ['valve']}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_front_yard-0","gemini-3.1-flash-lite","valve","water the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Front yard', 'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've started the irrigation in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_front_yard-1","gemini-3.1-flash-lite","valve","water the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_front_yard-2","gemini-3.1-flash-lite","valve","water the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Front yard', 'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_front_yard-3","gemini-3.1-flash-lite","valve","water the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_front_yard-4","gemini-3.1-flash-lite","valve","water the front yard","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've turned on the irrigation valve in the front yard.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_garden-0","gemini-3.1-flash-lite","valve","water the garden","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve']}}","OK. I've turned on the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_garden-1","gemini-3.1-flash-lite","valve","water the garden","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_garden-2","gemini-3.1-flash-lite","valve","water the garden","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_garden-3","gemini-3.1-flash-lite","valve","water the garden","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve to water the garden.","eval-test_expected_states","Good",""
"home2_ru_water_valve-water_the_garden-4","gemini-3.1-flash-lite","valve","water the garden","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Irrigation Valve'}}","OK. I've turned on the irrigation valve to water the garden.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_bedroom_fan-0","gemini-3.1-flash-lite","fan","Turn off the bedroom fan","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_bedroom_fan-1","gemini-3.1-flash-lite","fan","Turn off the bedroom fan","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_bedroom_fan-2","gemini-3.1-flash-lite","fan","Turn off the bedroom fan","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_bedroom_fan-3","gemini-3.1-flash-lite","fan","Turn off the bedroom fan","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_bedroom_fan-4","gemini-3.1-flash-lite","fan","Turn off the bedroom fan","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_fan-0","gemini-3.1-flash-lite","fan","Turn off the fan","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_fan-1","gemini-3.1-flash-lite","fan","Turn off the fan","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan'}}","OK. I've turned off the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_fan-2","gemini-3.1-flash-lite","fan","Turn off the fan","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_fan-3","gemini-3.1-flash-lite","fan","Turn off the fan","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_off_the_fan-4","gemini-3.1-flash-lite","fan","Turn off the fan","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned off the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_1_fan-0","gemini-3.1-flash-lite","fan","Turn on the bedroom 1 fan","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_1_fan-1","gemini-3.1-flash-lite","fan","Turn on the bedroom 1 fan","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_1_fan-2","gemini-3.1-flash-lite","fan","Turn on the bedroom 1 fan","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_1_fan-3","gemini-3.1-flash-lite","fan","Turn on the bedroom 1 fan","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_1_fan-4","gemini-3.1-flash-lite","fan","Turn on the bedroom 1 fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_fan-0","gemini-3.1-flash-lite","fan","Turn on the bedroom fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan'}}","OK. I've turned on the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_fan-1","gemini-3.1-flash-lite","fan","Turn on the bedroom fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan'}}","OK. I've turned on the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_fan-2","gemini-3.1-flash-lite","fan","Turn on the bedroom fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_fan-3","gemini-3.1-flash-lite","fan","Turn on the bedroom fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_bedroom_fan-4","gemini-3.1-flash-lite","fan","Turn on the bedroom fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned on the bedroom fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan-0","gemini-3.1-flash-lite","fan","Turn on the fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan-1","gemini-3.1-flash-lite","fan","Turn on the fan","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan-2","gemini-3.1-flash-lite","fan","Turn on the fan","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan-3","gemini-3.1-flash-lite","fan","Turn on the fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan-4","gemini-3.1-flash-lite","fan","Turn on the fan","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom-0","gemini-3.1-flash-lite","fan","Turn on the fan in the bedroom","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom-1","gemini-3.1-flash-lite","fan","Turn on the fan in the bedroom","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom-2","gemini-3.1-flash-lite","fan","Turn on the fan in the bedroom","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom-3","gemini-3.1-flash-lite","fan","Turn on the fan in the bedroom","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom-4","gemini-3.1-flash-lite","fan","Turn on the fan in the bedroom","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'name': 'Bedroom Fan'}}","OK. I've turned on the Bedroom Fan.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_curtains-0","gemini-3.1-flash-lite","cover","Close the curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain'}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_curtains-1","gemini-3.1-flash-lite","cover","Close the curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain'}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_curtains-2","gemini-3.1-flash-lite","cover","Close the curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain'}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_curtains-3","gemini-3.1-flash-lite","cover","Close the curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain'}}","OK. The smart curtain is closing.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_curtains-4","gemini-3.1-flash-lite","cover","Close the curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain'}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_living_room_curtain-0","gemini-3.1-flash-lite","cover","Close the living room curtain","{'tool_name': 'HassTurnOff', 'tool_args': {'device_class': ['curtain'], 'name': 'Smart Curtain'}}","OK. I've closed the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_living_room_curtain-1","gemini-3.1-flash-lite","cover","Close the living room curtain","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover'], 'device_class': ['curtain']}}","OK. I've closed the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_living_room_curtain-2","gemini-3.1-flash-lite","cover","Close the living room curtain","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover'], 'device_class': ['curtain']}}","OK. I've closed the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_living_room_curtain-3","gemini-3.1-flash-lite","cover","Close the living room curtain","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'device_class': ['curtain']}}","OK. I've closed the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_living_room_curtain-4","gemini-3.1-flash-lite","cover","Close the living room curtain","{'tool_name': 'HassTurnOff', 'tool_args': {'device_class': ['curtain'], 'name': 'Smart Curtain'}}","OK. I've closed the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_smart_curtains-0","gemini-3.1-flash-lite","cover","Close the smart curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_smart_curtains-1","gemini-3.1-flash-lite","cover","Close the smart curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_smart_curtains-2","gemini-3.1-flash-lite","cover","Close the smart curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover']}}","OK. I've closed the smart curtain.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_smart_curtains-3","gemini-3.1-flash-lite","cover","Close the smart curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. The smart curtain is closed.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-close_the_smart_curtains-4","gemini-3.1-flash-lite","cover","Close the smart curtains","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. I've closed the smart curtains.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_curtains-0","gemini-3.1-flash-lite","cover","Open the living room curtains","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Living Room', 'device_class': ['curtain']}}","OK. I've opened the living room curtains.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_curtains-1","gemini-3.1-flash-lite","cover","Open the living room curtains","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Curtain'}}","OK. I've opened the living room curtains.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_curtains-2","gemini-3.1-flash-lite","cover","Open the living room curtains","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. I've opened the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_curtains-3","gemini-3.1-flash-lite","cover","Open the living room curtains","{'tool_name': 'HassTurnOn', 'tool_args': {'area': 'Living Room', 'name': 'Smart Curtain'}}","OK. I've opened the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_curtains-4","gemini-3.1-flash-lite","cover","Open the living room curtains","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': 'cover', 'name': 'Smart Curtain'}}","OK. I've opened the living room curtains.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_smart_curtain-0","gemini-3.1-flash-lite","cover","Open the living room smart curtain","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. I've opened the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_smart_curtain-1","gemini-3.1-flash-lite","cover","Open the living room smart curtain","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. I've opened the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_smart_curtain-2","gemini-3.1-flash-lite","cover","Open the living room smart curtain","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. I've opened the smart curtain in the living room.","eval-test_expected_states","Good",""
"home7_dk_cover_curtain-open_the_living_room_smart_curtain-3","gemini-3.1-flash-lite","cover","Open the living room smart curtain","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}","OK. I've opened the smart curtain in the living room.","eval-test_expected_states","Good",""
